invoice_date,product_name,product_rank,product_category,product_details,brand_name,location,product_price,units_sold,dow,week,yr,week_year,month,floor_month
2018-01-05T20:42:36Z,Sour Diesel,1,Vape Cartidge,Vaporizer Cartridge,American Flower,California,84.29,8,5,1,2018,2017-12-31T08:00:00Z,Dec,2017-12-01T08:00:00Z
2018-01-05T23:29:09Z,Sour Diesel,1,Vapes,Vaporizer Cartridge,Care By Design,California,84.29,3,5,1,2018,2017-12-31T08:00:00Z,Dec,2017-12-01T08:00:00Z
2018-01-06T09:16:36Z,Sour Diesel,1,Vape Cartidge,Vaporizer Cartridge,Care By Design,California,84.29,3,6,1,2018,2017-12-31T08:00:00Z,Dec,2017-12-01T08:00:00Z
2018-01-06T10:40:33Z,Sour Diesel,1,Concentrate,Oil,Dank Tank,California,24.35,5,6,1,2018,2017-12-31T08:00:00Z,Dec,2017-12-01T08:00:00Z
2018-01-06T13:18:09Z,Sour Diesel,1,Oil,Oil,Dank Tank,California,24.35,7,6,1,2018,2017-12-31T08:00:00Z,Dec,2017-12-01T08:00:00Z
2018-01-06T18:56:22Z,Sour Diesel,1,Concentrate,Wax,Stagecoach,California,8.18,9,6,1,2018,2017-12-31T08:00:00Z,Dec,2017-12-01T08:00:00Z
2018-01-06T19:12:37Z,Sour Diesel,1,Wax,Wax,Stagecoach,California,8.18,7,6,1,2018,2017-12-31T08:00:00Z,Dec,2017-12-01T08:00:00Z
2018-01-06T19:15:29Z,Sour Diesel,1,Vapes,Vaporizer Cartridge,Dank Tank,California,84.29,1,6,1,2018,2017-12-31T08:00:00Z,Dec,2017-12-01T08:00:00Z
2018-01-06T19:37:37Z,Sour Diesel,1,Vape Cartidge,Vaporizer Cartridge,Dank Tank,California,84.29,7,6,1,2018,2017-12-31T08:00:00Z,Dec,2017-12-01T08:00:00Z
2018-01-07T00:55:32Z,Sour Diesel,1,Vapes,Vaporizer Cartridge,FlavRX,California,84.29,4,6,1,2018,2017-12-31T08:00:00Z,Dec,2017-12-01T08:00:00Z
2018-01-07T04:19:44Z,Sour Diesel,1,Vape Cartidge,Vaporizer Cartridge,FlavRX,California,84.29,7,6,1,2018,2017-12-31T08:00:00Z,Dec,2017-12-01T08:00:00Z
2018-01-07T09:32:30Z,Sour Diesel,1,Concentrate,Shatter,Skunk Feather Concentrates,California,35.51,9,7,1,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-07T12:47:07Z,Sour Diesel,1,Shatter,Shatter,Skunk Feather Concentrates,California,35.51,5,7,1,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-07T19:32:05Z,Sour Diesel,1,Concentrate,Wax,IVXX,California,8.18,4,7,1,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-07T20:56:25Z,Sour Diesel,1,Wax,Wax,IVXX,California,8.18,8,7,1,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-08T00:55:44Z,Sour Diesel,1,Concentrate,Shatter,IVXX,California,35.51,3,7,1,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-08T03:06:52Z,Sour Diesel,1,Shatter,Shatter,IVXX,California,35.51,2,7,1,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-08T09:34:59Z,Sour Diesel,1,Concentrate,Shatter,Roil Extracts,California,35.51,6,8,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-08T14:20:59Z,Sour Diesel,1,Shatter,Shatter,Roil Extracts,California,35.51,2,8,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-08T15:32:20Z,Sour Diesel,1,Concentrate,Shatter,West Coast Cure,California,35.51,10,8,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-08T16:56:23Z,Sour Diesel,1,Shatter,Shatter,West Coast Cure,California,35.51,4,8,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-08T18:11:19Z,Sour Diesel,1,Vapes,Vaporizer Cartridge,Eureka Vapor,California,84.29,8,8,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-09T01:06:25Z,Sour Diesel,1,Vape Cartidge,Vaporizer Cartridge,Eureka Vapor,California,84.29,8,8,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-09T01:38:23Z,Sour Diesel,1,Concentrate,Water Hash,The Village,California,73.71,4,8,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-09T03:33:24Z,Sour Diesel,1,Bubble Hash,Water Hash,The Village,California,73.71,3,8,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-09T04:06:02Z,Sour Diesel,1,Vapes,Vaporizer Cartridge,Brite Labs,California,84.29,7,8,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-09T08:34:19Z,Sour Diesel,1,Vape Cartidge,Vaporizer Cartridge,Brite Labs,California,84.29,8,9,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-09T10:59:58Z,Sour Diesel,1,Concentrate,Wax,The Village,California,8.18,4,9,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-09T11:27:27Z,Sour Diesel,1,Wax,Wax,The Village,California,8.18,5,9,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-09T13:24:24Z,Sour Diesel,1,Concentrate,Shatter,NugRun Concentrates,California,35.51,7,9,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-09T17:22:38Z,Sour Diesel,1,Shatter,Shatter,NugRun Concentrates,California,35.51,8,9,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-09T19:21:49Z,Sour Diesel,1,Concentrate,Shatter,Vader Extracts,California,35.51,6,9,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-09T23:30:22Z,Sour Diesel,1,Shatter,Shatter,Vader Extracts,California,35.51,6,9,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-10T11:18:08Z,Sour Diesel,1,Vapes,Vaporizer Cartridge,Bhang,California,84.29,2,10,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-10T14:59:32Z,Sour Diesel,1,Vape Cartidge,Vaporizer Cartridge,Bhang,California,84.29,7,10,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-10T19:58:51Z,Sour Diesel,1,Concentrate,Oil,Eureka Vapor,California,24.35,5,10,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-10T22:35:10Z,Sour Diesel,1,Oil,Oil,Eureka Vapor,California,24.35,1,10,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-11T01:09:12Z,Sour Diesel,1,Concentrate,Shatter,HGH Extractions,California,35.51,6,10,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-11T05:15:11Z,Sour Diesel,1,Shatter,Shatter,HGH Extractions,California,35.51,6,10,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-11T05:21:29Z,Sour Diesel,1,Concentrate,Wax,HGH Extractions,California,8.18,10,10,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-11T07:14:25Z,Sour Diesel,1,Wax,Wax,HGH Extractions,California,8.18,3,10,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-11T11:12:36Z,Sour Diesel,1,Concentrate,Oil,HGH Extractions,California,24.35,8,11,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-11T18:08:49Z,Sour Diesel,1,Oil,Oil,HGH Extractions,California,24.35,5,11,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-12T01:41:25Z,Sour Diesel,1,Vapes,Vaporizer Cartridge,Honey Vape,California,84.29,9,11,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-12T07:12:17Z,Sour Diesel,1,Vape Cartidge,Vaporizer Cartridge,Honey Vape,California,84.29,9,11,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-12T09:25:25Z,Sour Diesel,1,Vapes,Vaporizer Disposable,W Vapes,California,83.75,8,12,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-12T11:24:14Z,Sour Diesel,1,Disposable Vape,Vaporizer Disposable,W Vapes,California,83.75,2,12,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-12T12:51:04Z,Sour Diesel,1,Vapes,Vaporizer Cartridge,W Vapes,California,84.29,9,12,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-12T13:31:53Z,Sour Diesel,1,Vape Cartidge,Vaporizer Cartridge,W Vapes,California,84.29,6,12,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-12T14:08:32Z,OG Kush,2,Flowers,Pre-roll,California Finest,California,82.48,3,12,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-12T15:27:23Z,OG Kush,2,Pre-Roll,Pre-roll,California Finest,California,82.48,2,12,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-12T18:28:13Z,OG Kush,2,Vapes,Vaporizer Cartridge,AbsoluteXtracts,California,94.7,6,12,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-13T02:46:25Z,OG Kush,2,Vape Cartidge,Vaporizer Cartridge,AbsoluteXtracts,California,94.7,5,12,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-13T02:53:46Z,OG Kush,2,Concentrate,Shatter,Chronic Extracts,California,10.69,4,12,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-13T03:07:25Z,OG Kush,2,Shatter,Shatter,Chronic Extracts,California,10.69,4,12,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-13T05:49:48Z,OG Kush,2,Concentrate,Wax,Nameless Genetics,California,95.77,4,12,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-13T06:15:19Z,OG Kush,2,Wax,Wax,Nameless Genetics,California,95.77,2,12,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-13T09:41:00Z,OG Kush,2,Vapes,Vaporizer Cartridge,The CO2 Company,Oregon,94.7,3,13,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-13T10:35:17Z,OG Kush,2,Vape Cartidge,Vaporizer Cartridge,The CO2 Company,Oregon,94.7,6,13,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-13T18:00:25Z,OG Kush,2,Concentrate,Shatter,Dirty Arm Farm,Oregon,10.69,2,13,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-13T18:24:50Z,OG Kush,2,Shatter,Shatter,Dirty Arm Farm,Oregon,10.69,4,13,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-13T20:25:12Z,OG Kush,2,Concentrate,Shatter,White Label Extracts,Oregon,10.69,10,13,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-13T20:45:42Z,OG Kush,2,Shatter,Shatter,White Label Extracts,Oregon,10.69,3,13,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-13T22:07:58Z,OG Kush,2,Vapes,Vaporizer Cartridge,Shango,Nevada,94.7,8,13,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-13T22:36:05Z,OG Kush,2,Vape Cartidge,Vaporizer Cartridge,Shango,Nevada,94.7,2,13,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-14T00:00:02Z,OG Kush,2,Concentrate,Shatter,Rising Sun Extract,California,10.69,6,13,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-14T01:48:08Z,OG Kush,2,Shatter,Shatter,Rising Sun Extract,California,10.69,8,13,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-14T04:20:15Z,OG Kush,2,Concentrate,Oil,Beehive Extracts,Oregon,82.04,9,13,2,2018,2018-01-07T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-14T22:10:38Z,OG Kush,2,Oil,Oil,Beehive Extracts,Oregon,82.04,8,14,2,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-15T00:30:24Z,OG Kush,2,Vapes,Vaporizer Cartridge,Emerald Farms,California,94.7,7,14,2,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-15T04:12:22Z,OG Kush,2,Vape Cartidge,Vaporizer Cartridge,Emerald Farms,California,94.7,4,14,2,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-15T08:23:57Z,OG Kush,2,Concentrate,Crumble,Skunk Feather Concentrates,California,28.26,7,15,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-15T15:20:43Z,OG Kush,2,Crumble,Crumble,Skunk Feather Concentrates,California,28.26,4,15,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-15T16:00:32Z,OG Kush,2,Wax,Crumble,Skunk Feather Concentrates,California,28.26,7,15,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-17T03:36:41Z,OG Kush,2,Concentrate,Wax,Utopia Farms,California,95.77,2,16,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-17T05:12:44Z,OG Kush,2,Wax,Wax,Utopia Farms,California,95.77,9,16,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-17T06:46:32Z,OG Kush,2,Concentrate,Crumble,Waxman Concentrates,California,28.26,2,16,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-17T07:30:25Z,OG Kush,2,Crumble,Crumble,Waxman Concentrates,California,28.26,5,16,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-17T12:38:56Z,OG Kush,2,Wax,Crumble,Waxman Concentrates,California,28.26,7,17,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-17T16:54:03Z,OG Kush,2,Concentrate,Shatter,Imperial Extracts,California,10.69,2,17,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-17T19:26:42Z,OG Kush,2,Shatter,Shatter,Imperial Extracts,California,10.69,6,17,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-18T00:40:54Z,OG Kush,2,Concentrate,Wax,IVXX,California,95.77,10,17,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-18T02:26:06Z,OG Kush,2,Wax,Wax,IVXX,California,95.77,5,17,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-18T07:02:38Z,OG Kush,2,Concentrate,Oil,Dank Tank,California,82.04,9,17,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-18T08:43:11Z,OG Kush,2,Oil,Oil,Dank Tank,California,82.04,2,18,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-18T10:20:03Z,OG Kush,2,Vapes,Vaporizer Cartridge,Dank Tank,California,94.7,4,18,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-18T13:41:48Z,OG Kush,2,Vape Cartidge,Vaporizer Cartridge,Dank Tank,California,94.7,5,18,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-18T16:25:12Z,OG Kush,2,Vapes,Vaporizer Cartridge,FlavRX,California,94.7,10,18,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-18T20:33:09Z,OG Kush,2,Vape Cartidge,Vaporizer Cartridge,FlavRX,California,94.7,4,18,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-18T20:52:17Z,OG Kush,2,Concentrate,Oil,Waxman Concentrates,California,82.04,9,18,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-19T01:35:35Z,OG Kush,2,Oil,Oil,Waxman Concentrates,California,82.04,9,18,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-19T06:42:34Z,OG Kush,2,Vapes,Vaporizer Cartridge,Eureka Vapor,California,94.7,8,18,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-19T17:28:46Z,OG Kush,2,Vape Cartidge,Vaporizer Cartridge,Eureka Vapor,California,94.7,6,19,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-19T18:57:42Z,OG Kush,2,Vapes,Vaporizer Cartridge,Brite Labs,California,94.7,8,19,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-19T22:16:25Z,OG Kush,2,Vape Cartidge,Vaporizer Cartridge,Brite Labs,California,94.7,9,19,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-19T23:16:56Z,OG Kush,2,Concentrate,Shatter,O Snap Extracts,California,10.69,1,19,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-20T01:09:55Z,OG Kush,2,Shatter,Shatter,O Snap Extracts,California,10.69,4,19,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-20T03:26:47Z,OG Kush,2,Concentrate,Oil,The Clear Concentrate,California,82.04,3,19,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-20T06:34:33Z,OG Kush,2,Oil,Oil,The Clear Concentrate,California,82.04,9,19,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-20T22:49:31Z,OG Kush,2,Vapes,Vaporizer Cartridge,Bhang,California,94.7,5,20,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-21T05:18:43Z,OG Kush,2,Vape Cartidge,Vaporizer Cartridge,Bhang,California,94.7,8,20,3,2018,2018-01-14T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-21T08:45:30Z,OG Kush,2,Concentrate,Crumble,Elicit Labs,California,28.26,5,21,3,2018,2018-01-21T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-21T12:11:34Z,OG Kush,2,Crumble,Crumble,Elicit Labs,California,28.26,7,21,3,2018,2018-01-21T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-21T13:04:38Z,OG Kush,2,Wax,Crumble,Elicit Labs,California,28.26,8,21,3,2018,2018-01-21T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-21T18:14:38Z,OG Kush,2,Concentrate,Oil,Eureka Vapor,California,82.04,4,21,3,2018,2018-01-21T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-21T21:47:10Z,OG Kush,2,Oil,Oil,Eureka Vapor,California,82.04,3,21,3,2018,2018-01-21T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-22T15:45:35Z,OG Kush,2,Concentrate,Shatter,Vader Extracts,California,10.69,9,22,4,2018,2018-01-21T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-22T16:38:07Z,OG Kush,2,Shatter,Shatter,Vader Extracts,California,10.69,7,22,4,2018,2018-01-21T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-22T17:33:35Z,OG Kush,2,Concentrate,Oil,HGH Extractions,California,82.04,3,22,4,2018,2018-01-21T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-22T20:43:06Z,OG Kush,2,Oil,Oil,HGH Extractions,California,82.04,6,22,4,2018,2018-01-21T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-22T22:46:35Z,OG Kush,2,Concentrate,Shatter,HGH Extractions,California,10.69,8,22,4,2018,2018-01-21T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-23T04:09:33Z,OG Kush,2,Shatter,Shatter,HGH Extractions,California,10.69,5,22,4,2018,2018-01-21T08:00:00Z,Jan,2018-01-01T08:00:00Z
2018-01-23T12:47:25Z,OG Kush,2,Vapes,Vaporizer Cartridge,Honey Vape,California,94.7,9,23,4,2018,2018-01-21T08:00:00Z,Jan,2018-01-01T08:00:00Z
