id,location,quantity,unit_price,amnt_per_invoice,product_name,prod_name_count,product_category,invoice_date,dow,week,yr,week_year,month,floor_month,invoice_no,stock_code,product_details,brand,brand_name,brand_category
629,California,72,0.39,28.080000000000002,Gorilla Glue #4,223,Pre-Roll,2020-04-06,6,14,2020,2020-04-05,Apr,2020-04-01,549115,20803,3 Pack,SAVA,Global Genetics,Flower
528,California,72,1.06,76.32000000000001,Headband,165,Flowers,2020-09-01,1,35,2020,2020-08-30,Aug,2020-08-01,565150,21390,Pre-roll,Medi Cone,Extraction 710,Featured
528,California,72,1.06,76.32000000000001,Headband,165,Flowers,2020-04-05,5,14,2020,2020-04-05,Apr,2020-04-01,548979,21232,Pre-roll,Medi Cone,Extraction 710,Flower
528,California,72,1.25,90,Headband,165,Flowers,2020-01-28,28,4,2020,2020-01-26,Jan,2020-01-01,542428,22757,Pre-roll,Medi Cone,Extraction 710,Concentrates
528,California,72,1.45,104.39999999999999,Headband,165,Pre-Roll,2020-02-03,3,5,2020,2020-02-02,Feb,2020-02-01,543124,22103,Pre-roll,Medi Cone,Extraction 710,Featured
528,California,72,0.39,28.080000000000002,Headband,165,Pre-Roll,2020-10-27,27,43,2020,2020-10-25,Oct,2020-10-01,573102,20992,Pre-roll,Medi Cone,Extraction 710,Flower
528,California,72,1.25,90,Headband,165,Pre-Roll,2020-11-28,28,48,2020,2020-11-22,Nov,2020-11-01,579037,23498,Pre-roll,Medi Cone,Extraction 710,Concentrates
850,California,72,0.39,28.080000000000002,Headband,165,Flowers,2020-11-04,4,45,2020,2020-11-01,Nov,2020-11-01,574328,21819,Pre-roll,Canna Cones,K&J Clone Farm,Flower
850,California,72,0.79,56.88,Headband,165,Pre-Roll,2020-12-06,6,49,2020,2020-12-06,Dec,2020-12-01,580744,21905,Pre-roll,Canna Cones,K&J Clone Farm,Flower
220,Arizona,72,1.06,76.32000000000001,Trainwreck,120,Flowers,2020-07-07,7,27,2020,2020-07-05,Jul,2020-07-01,559310,20677,Pre-roll,Emeralds,Canamo Concentrates,Concentrates
220,Arizona,72,0.29,20.88,Trainwreck,120,Pre-Roll,2020-11-09,9,45,2020,2020-11-08,Nov,2020-11-01,575323,22597,Pre-roll,Emeralds,Canamo Concentrates,Concentrates
973,California,72,1.25,90,Trainwreck,120,Flowers,2020-10-11,11,41,2020,2020-10-11,Oct,2020-10-01,570656,23501,Pre-roll,Medi Cone,Made By Patients (CANADA),Concentrates
973,California,72,1.04,74.88,Trainwreck,120,Flowers,2020-11-14,14,46,2020,2020-11-08,Nov,2020-11-01,576354,23351,Pre-roll,Medi Cone,Made By Patients (CANADA),Edibles
973,California,67,0,0,Trainwreck,120,Pre-Roll,2020-05-25,25,21,2020,2020-05-24,May,2020-05-01,554627,84746,Pre-roll,Medi Cone,Made By Patients (CANADA),Concentrates
973,California,64,0.65,41.6,Trainwreck,120,Pre-Roll,2020-04-19,19,16,2020,2020-04-19,Apr,2020-04-01,550616,84755,Pre-roll,Medi Cone,Made By Patients (CANADA),Edibles
1060,California,63,4.95,311.85,Trainwreck,120,Flowers,2020-03-29,29,13,2020,2020-03-29,Mar,2020-03-01,548203,22662,Pre-roll,California Finest,Mystery Baking,Edibles
1060,California,60,4.15,249.00000000000003,Trainwreck,120,Pre-Roll,2020-06-08,8,23,2020,2020-06-07,Jun,2020-06-01,555979,47566,Pre-roll,California Finest,Mystery Baking,Edibles
563,British Columbia,60,0.83,49.8,Blueberry,95,Flowers,2020-06-09,9,23,2020,2020-06-07,Jun,2020-06-01,556129,15036,Pre-roll,Noble Farms,Foreign Genetics,Flower
563,British Columbia,57,4.13,235.41,Blueberry,95,Pre-Roll,2020-12-09,9,50,2020,2020-12-06,Dec,2020-12-01,581492,23084,Pre-roll,Noble Farms,Foreign Genetics,Flower
1549,California,50,3.39,169.5,Gummies,94,Edibles,2020-10-30,30,44,2020,2020-10-25,Oct,2020-10-01,573320,22726,Raspberry,WYLD,Treasury,Flower
1549,California,50,2.55,127.49999999999999,Gummies,94,Candy,2020-06-15,15,24,2020,2020-06-14,Jun,2020-06-01,556845,21936,Raspberry,WYLD,Treasury,Flower
1550,California,50,1.65,82.5,Gummies,94,Edibles,2020-09-08,8,36,2020,2020-09-06,Sep,2020-09-01,565967,22367,Marionberry,WYLD,Treat Yourself,Edibles
1550,California,50,2.55,127.49999999999999,Gummies,94,Candy,2020-05-05,5,18,2020,2020-05-03,May,2020-05-01,551952,21936,Marionberry,WYLD,Treat Yourself,Edibles
227,Arizona,48,0.85,40.8,Platinum Cookies,94,Flowers,2020-05-13,13,20,2020,2020-05-10,May,2020-05-01,553148,22740,Pre-roll,Emeralds,Canna Confections,Edibles
227,Arizona,48,0.63,30.240000000000002,Platinum Cookies,94,Pre-Roll,2020-08-25,25,34,2020,2020-08-23,Aug,2020-08-01,564543,23334,Pre-roll,Emeralds,Canna Confections,Edibles
1421,California,48,4.25,204,Cookies,79,Edibles,2020-12-06,6,49,2020,2020-12-06,Dec,2020-12-01,580993,22111,NA,Heavenly Highs,Strictly Edibles,Edibles
1518,California,48,3.75,180,Cookies,79,Edibles,2020-10-06,6,40,2020,2020-10-04,Oct,2020-10-01,569719,22960,Oatmeal Pineapple White Chocolate Macadamia Nut,Buddha Bakes,The Real King Cookie,Flower
1518,California,48,1.79,85.92,Cookies,79,Edibles,2020-07-31,31,31,2020,2020-07-26,Jul,2020-07-01,561866,23022,Oatmeal Pineapple White Chocolate Macadamia Nut,Buddha Bakes,The Real King Cookie,Concentrates
1519,California,48,0.85,40.8,Cookies,79,Edibles,2020-03-16,16,11,2020,2020-03-15,Mar,2020-03-01,546753,22740,Oatmeal Banana Bread,Buddha Bakes,The Seed Kompany,Flower
1520,California,48,0.42,20.16,Cookies,79,Edibles,2020-10-18,18,42,2020,2020-10-18,Oct,2020-10-01,571641,22155,Oatmeal Cranberry White Chocolate Chip,Buddha Bakes,The Union Farms,Flower
1521,California,48,1.25,60,Cookies,79,Edibles,2020-03-22,22,12,2020,2020-03-22,Mar,2020-03-01,547371,22178,Oatmeal Raisin,Buddha Bakes,The Village,Flower
1522,California,48,0.12,5.76,Cookies,79,Edibles,2020-11-24,24,47,2020,2020-11-22,Nov,2020-11-01,578516,20668,Coconut Chocolate Chip,Buddha Bakes,The Wize Guyz Family,Flower
1522,California,48,0.85,40.8,Cookies,79,Edibles,2020-01-20,20,3,2020,2020-01-19,Jan,2020-01-01,541684,22740,Coconut Chocolate Chip,Buddha Bakes,The Wize Guyz Family,Concentrates
529,California,48,0.63,30.240000000000002,Berry White,77,Flowers,2020-09-13,13,37,2020,2020-09-13,Sep,2020-09-01,566484,23331,Pre-roll,Canna Cones,Extractioneering,Concentrates
529,California,48,1.45,69.6,Berry White,77,Pre-Roll,2020-02-15,15,7,2020,2020-02-09,Feb,2020-02-01,543989,21192,Pre-roll,Canna Cones,Extractioneering,Concentrates
987,Washington,48,0.19,9.120000000000001,Strawberry Cough,72,Flowers,2020-11-03,3,44,2020,2020-11-01,Nov,2020-11-01,574317,72232,Pre-roll,Emeralds,Manastash Gardens,Flower
987,Washington,48,0.29,13.919999999999998,Strawberry Cough,72,Pre-Roll,2020-12-13,13,50,2020,2020-12-13,Dec,2020-12-01,538630,21986,Pre-roll,Emeralds,Manastash Gardens,Flower
559,California,48,0.75,36,Animal Cookies,69,Flowers,2020-12-16,16,51,2020,2020-12-13,Dec,2020-12-01,539307,20622,Pre-roll,Medithrive Direct,Flurish Group,Edibles
559,California,48,0.39,18.72,Animal Cookies,69,Pre-Roll,2020-12-08,8,49,2020,2020-12-06,Dec,2020-12-01,581432,22064,Pre-roll,Medithrive Direct,Flurish Group,Edibles
810,California,48,1.25,60,Pineapple,67,Flowers,2020-08-28,28,35,2020,2020-08-23,Aug,2020-08-01,564721,22178,Pre-roll,Medi Cone,Incredible Edible Alternatives,Edibles
810,California,48,3.39,162.72,Pineapple,67,Pre-Roll,2020-12-21,21,51,2020,2020-12-20,Dec,2020-12-01,539731,22749,Pre-roll,Medi Cone,Incredible Edible Alternatives,Edibles
1004,Colorado,48,1.45,69.6,Pineapple,67,Flowers,2020-10-14,14,42,2020,2020-10-11,Oct,2020-10-01,571242,23300,Pre-roll,Emeralds,MED a mints,Edibles
1004,Colorado,48,0.19,9.120000000000001,Pineapple,67,Pre-Roll,2020-01-07,7,1,2020,2020-01-05,Jan,2020-01-01,540458,22263,Pre-roll,Emeralds,MED a mints,Edibles
561,British Columbia,48,0.39,18.72,Grape Ape,65,Flowers,2020-04-05,5,14,2020,2020-04-05,Apr,2020-04-01,549007,21395,Pre-roll,Project M,Flyte Concentrates (CANADA),Concentrates
561,British Columbia,48,3.39,162.72,Grape Ape,65,Flowers,2020-05-13,13,20,2020,2020-05-10,May,2020-05-01,553102,82001S,Pre-roll,Project M,Flyte Concentrates (CANADA),Vape Pens
561,British Columbia,48,0.42,20.16,Grape Ape,65,Pre-Roll,2020-11-02,2,44,2020,2020-11-01,Nov,2020-11-01,573994,22155,Pre-roll,Project M,Flyte Concentrates (CANADA),Concentrates
561,British Columbia,48,0.85,40.8,Grape Ape,65,Pre-Roll,2020-08-18,18,33,2020,2020-08-16,Aug,2020-08-01,563614,21058,Pre-roll,Project M,Flyte Concentrates (CANADA),Vape Pens
395,California,48,1.79,85.92,Fire OG,62,Flowers,2020-12-05,5,49,2020,2020-11-29,Nov,2020-11-01,580538,23084,Pre-roll,Medi Cone,Dank by Pank,Flower
395,California,48,2.1,100.80000000000001,Fire OG,62,Pre-Roll,2020-11-04,4,45,2020,2020-11-01,Nov,2020-11-01,574445,85150,Pre-roll,Medi Cone,Dank by Pank,Flower
562,British Columbia,46,6.77,311.41999999999996,XJ-13,59,Flowers,2020-12-07,7,49,2020,2020-12-06,Dec,2020-12-01,537640,85123a,Pre-roll,Noble Farms,Forbidden Leaf,Accessories
562,British Columbia,44,2.51,110.44,XJ-13,59,Flowers,2020-12-21,21,51,2020,2020-12-20,Dec,2020-12-01,539738,22355,Pre-roll,Noble Farms,Forbidden Leaf,Medical
562,British Columbia,42,8.29,348.17999999999995,XJ-13,59,Flowers,2020-12-08,8,49,2020,2020-12-06,Dec,2020-12-01,581238,22114,Pre-roll,Noble Farms,Forbidden Leaf,Apparel
562,British Columbia,42,1.65,69.3,XJ-13,59,Pre-Roll,2020-10-05,5,40,2020,2020-10-04,Oct,2020-10-01,569685,23340,Pre-roll,Noble Farms,Forbidden Leaf,Accessories
562,British Columbia,40,1.25,50,XJ-13,59,Pre-Roll,2020-10-18,18,42,2020,2020-10-18,Oct,2020-10-01,571548,22142,Pre-roll,Noble Farms,Forbidden Leaf,Medical
562,British Columbia,40,2.55,102,XJ-13,59,Pre-Roll,2020-03-29,29,13,2020,2020-03-29,Mar,2020-03-01,548171,22084,Pre-roll,Noble Farms,Forbidden Leaf,Apparel
927,California,40,0.85,34,Pineapple Express,55,Flowers,2020-11-28,28,48,2020,2020-11-22,Nov,2020-11-01,579131,20724,Pre-roll,Americone,Life Bloom Organics,Medical
927,California,40,2.55,102,Pineapple Express,55,Pre-Roll,2020-03-20,20,12,2020,2020-03-15,Mar,2020-03-01,547053,22087,Pre-roll,Americone,Life Bloom Organics,Medical
215,California,40,2.55,102,Dutch Treat,54,Flowers,2020-04-01,1,14,2020,2020-03-29,Mar,2020-03-01,548658,22084,Pre-roll,Vines,Calvin N Globz,Concentrates
215,California,40,0.65,26,Dutch Treat,54,Pre-Roll,2020-11-06,6,45,2020,2020-11-01,Nov,2020-11-01,574718,22436,Pre-roll,Vines,Calvin N Globz,Concentrates
105,Oregon,40,0.42,16.8,Indica,54,Flowers,2020-11-15,15,46,2020,2020-11-15,Nov,2020-11-01,576447,23508,Pre-roll,Canna Cones,Baker Bros,Edibles
105,Oregon,36,0.85,30.599999999999998,Indica,54,Pre-Roll,2020-01-31,31,5,2020,2020-01-26,Jan,2020-01-01,542710,22132,Pre-roll,Canna Cones,Baker Bros,Edibles
815,California,36,0.85,30.599999999999998,Cannatonic,51,Flowers,2020-01-24,24,4,2020,2020-01-19,Jan,2020-01-01,541965,22963,Pre-roll,Medi Cone,Infinite Extracts,Shatter
815,California,36,0.39,14.040000000000001,Cannatonic,51,Flowers,2020-06-22,22,25,2020,2020-06-21,Jun,2020-06-01,557744,21654,Pre-roll,Medi Cone,Infinite Extracts,Concentrates
815,California,36,1.65,59.4,Cannatonic,51,Pre-Roll,2020-12-13,13,50,2020,2020-12-13,Dec,2020-12-01,538641,22077,Pre-roll,Medi Cone,Infinite Extracts,Shatter
815,California,36,0.39,14.040000000000001,Cannatonic,51,Pre-Roll,2020-04-27,27,17,2020,2020-04-26,Apr,2020-04-01,551262,20803,Pre-roll,Medi Cone,Infinite Extracts,Concentrates
1620,California,36,2.1,75.60000000000001,Lollipop,50,Edibles,2020-12-09,9,50,2020,2020-12-06,Dec,2020-12-01,581495,23439,Orange Creamsicle,The Nutty Baker,waxEvape,Concentrates
1620,California,36,0.39,14.040000000000001,Lollipop,50,Candy,2020-07-21,21,29,2020,2020-07-19,Jul,2020-07-01,560828,22093,Orange Creamsicle,The Nutty Baker,waxEvape,Concentrates
1621,California,36,0.29,10.44,Lollipop,50,Edibles,2020-06-12,12,24,2020,2020-06-07,Jun,2020-06-01,556491,17003,Black Cherry,The Nutty Baker,Waxman Concentrates,Concentrates
1621,California,36,3.39,122.04,Lollipop,50,Candy,2020-12-01,1,48,2020,2020-11-29,Nov,2020-11-01,536570,22113,Black Cherry,The Nutty Baker,Waxman Concentrates,Concentrates
1622,Washington,36,0.19,6.84,Lollipop,50,Edibles,2020-12-06,6,49,2020,2020-12-06,Dec,2020-12-01,580831,22319,Starfruit,The Nutty Baker,WeedBunny,Concentrates
1622,Washington,36,0.65,23.400000000000002,Lollipop,50,Edibles,2020-02-23,23,8,2020,2020-02-23,Feb,2020-02-01,544817,22492,Starfruit,The Nutty Baker,WeedBunny,Vape Pens
1622,Washington,36,3.39,122.04,Lollipop,50,Candy,2020-10-19,19,42,2020,2020-10-18,Oct,2020-10-01,571864,21481,Starfruit,The Nutty Baker,WeedBunny,Concentrates
1622,Washington,36,0.21,7.56,Lollipop,50,Candy,2020-05-19,19,20,2020,2020-05-17,May,2020-05-01,553832,21829,Starfruit,The Nutty Baker,WeedBunny,Vape Pens
1623,Washington,36,1.25,45,Lollipop,50,Edibles,2020-01-06,6,1,2020,2020-01-05,Jan,2020-01-01,540268,22178,Cherry Berry Blitz,The Nutty Baker,Weedies Cereals,Edibles
1623,Washington,36,5.95,214.20000000000002,Lollipop,50,Candy,2020-10-21,21,43,2020,2020-10-18,Oct,2020-10-01,572124,15056N,Cherry Berry Blitz,The Nutty Baker,Weedies Cereals,Edibles
1625,California,36,0.42,15.12,Lollipop,50,Edibles,2020-11-16,16,46,2020,2020-11-15,Nov,2020-11-01,576627,21803,Blue Hawaiian,The Nutty Baker,Weezza Pizza,Edibles
1625,California,36,0.85,30.599999999999998,Lollipop,50,Candy,2020-12-13,13,50,2020,2020-12-13,Dec,2020-12-01,538664,84970S,Blue Hawaiian,The Nutty Baker,Weezza Pizza,Edibles
846,California,36,0.19,6.84,Mr. Nice,49,Flowers,2020-11-28,28,48,2020,2020-11-22,Nov,2020-11-01,579144,22610,Pre-roll,Medi Cone,Jungle Boys,Flower
846,California,35,0.29,10.149999999999999,Mr. Nice,49,Pre-Roll,2020-12-07,7,49,2020,2020-12-06,Dec,2020-12-01,581010,22577,Pre-roll,Medi Cone,Jungle Boys,Flower
104,Michigan,32,9.95,318.4,Sativa,48,Flowers,2020-02-24,24,8,2020,2020-02-23,Feb,2020-02-01,544909,22782,Pre-roll,Canna Cones,Baked Sale Medibles,Edibles
104,Michigan,32,2.55,81.6,Sativa,48,Pre-Roll,2020-02-08,8,6,2020,2020-02-02,Feb,2020-02-01,543413,20914,Pre-roll,Canna Cones,Baked Sale Medibles,Edibles
239,California,32,0.42,13.44,Cotton Candy,45,Flowers,2020-03-03,3,9,2020,2020-03-01,Mar,2020-03-01,545474,85175,Pre-roll,Emeralds,Cannabiotix,Flower
239,California,32,5.95,190.4,Cotton Candy,45,Flowers,2020-03-18,18,12,2020,2020-03-15,Mar,2020-03-01,546918,15056BL,Pre-roll,Emeralds,Cannabiotix,Concentrates
239,California,32,2.55,81.6,Cotton Candy,45,Pre-Roll,2020-11-22,22,47,2020,2020-11-22,Nov,2020-11-01,577973,85123A,Pre-roll,Emeralds,Cannabiotix,Flower
239,California,32,2.55,81.6,Cotton Candy,45,Pre-Roll,2020-03-23,23,12,2020,2020-03-22,Mar,2020-03-01,547500,85123A,Pre-roll,Emeralds,Cannabiotix,Concentrates
848,California,32,2.55,81.6,Purple Kush,44,Flowers,2020-05-11,11,19,2020,2020-05-10,May,2020-05-01,552829,21733,Pre-roll,Canna Cones,JUSTDAB,Concentrates
848,California,31,1.95,60.449999999999996,Purple Kush,44,Flowers,2020-03-29,29,13,2020,2020-03-29,Mar,2020-03-01,548203,22919,Pre-roll,Canna Cones,JUSTDAB,Vape Pens
848,California,30,1.95,58.5,Purple Kush,44,Flowers,2020-02-20,20,8,2020,2020-02-16,Feb,2020-02-01,544457,85099B,Pre-roll,Canna Cones,JUSTDAB,Edibles
848,California,30,1.25,37.5,Purple Kush,44,Pre-Roll,2020-04-19,19,16,2020,2020-04-19,Apr,2020-04-01,550525,22178,Pre-roll,Canna Cones,JUSTDAB,Concentrates
