id,location,quantity,unit_price,cost_per_invoice,product_name,prod_name_count,product_category,invoice_date,dow,week,yr,week_year,month,floor_month,invoice_no,stock_code,product_details,brand,brand_name,brand_category
973,California,50,2.55,127.49999999999999,Trainwreck,120,Flowers,2020-05-20,20,21,2020,2020-05-17,May,2020-05-01,553997,21937, Pre-roll,Medi Cone,Made By Patients (CANADA),Concentrates
973,California,49,2.46,120.53999999999999,Trainwreck,120,Flowers,2020-05-27,27,22,2020,2020-05-24,May,2020-05-01,554956,20723, Pre-roll,Medi Cone,Made By Patients (CANADA),Edibles
973,California,48,0.39,18.72,Trainwreck,120,Pre-Roll,2020-10-04,4,40,2020,2020-10-04,Oct,2020-10-01,569515,21967, Pre-roll,Medi Cone,Made By Patients (CANADA),Concentrates
973,California,48,1.65,79.19999999999999,Trainwreck,120,Pre-Roll,2020-10-05,5,40,2020,2020-10-04,Oct,2020-10-01,569579,23332, Pre-roll,Medi Cone,Made By Patients (CANADA),Edibles
1060,California,48,1.5,72,Trainwreck,120,Flowers,2020-10-24,24,43,2020,2020-10-18,Oct,2020-10-01,572344,M, Pre-roll,California Finest,Mystery Baking,Edibles
1060,California,48,2.55,122.39999999999999,Trainwreck,120,Pre-Roll,2020-03-20,20,12,2020,2020-03-15,Mar,2020-03-01,547047,82494L, Pre-roll,California Finest,Mystery Baking,Edibles
563,British Columbia,48,1.25,60,Blueberry,95,Flowers,2020-05-25,25,21,2020,2020-05-24,May,2020-05-01,554629,23076, Pre-roll,Noble Farms,Foreign Genetics,Flower
563,British Columbia,48,1.06,50.88,Blueberry,95,Pre-Roll,2020-08-09,9,32,2020,2020-08-09,Aug,2020-08-01,562789,22560, Pre-roll,Noble Farms,Foreign Genetics,Flower
1549,California,48,0.85,40.8,Gummies,94,Edibles,2020-07-27,27,30,2020,2020-07-26,Jul,2020-07-01,561455,22418, Raspberry,WYLD,Treasury,Flower
1549,California,48,4.65,223.20000000000002,Gummies,94,Candy,2020-10-03,3,40,2020,2020-09-27,Sep,2020-09-01,569247,35004B, Raspberry,WYLD,Treasury,Flower
1550,California,48,1.25,60,Gummies,94,Edibles,2020-07-13,13,28,2020,2020-07-12,Jul,2020-07-01,559922,23197, Marionberry,WYLD,Treat Yourself,Edibles
1550,California,48,0.85,40.8,Gummies,94,Candy,2020-07-07,7,27,2020,2020-07-05,Jul,2020-07-01,559323,21291, Marionberry,WYLD,Treat Yourself,Edibles
227,Arizona,48,0.29,13.919999999999998,Platinum Cookies,94,Flowers,2020-11-21,21,47,2020,2020-11-15,Nov,2020-11-01,577727,22578, Pre-roll,Emeralds,Canna Confections,Edibles
227,Arizona,48,0.55,26.400000000000002,Platinum Cookies,94,Pre-Roll,2020-02-13,13,7,2020,2020-02-09,Feb,2020-02-01,543814,21975, Pre-roll,Emeralds,Canna Confections,Edibles
1421,California,48,0.29,13.919999999999998,Cookies,79,Edibles,2020-11-24,24,47,2020,2020-11-22,Nov,2020-11-01,578668,22578,NA,Heavenly Highs,Strictly Edibles,Edibles
1518,California,48,0.85,40.8,Cookies,79,Edibles,2020-06-20,20,25,2020,2020-06-14,Jun,2020-06-01,557466,22740, Oatmeal Pineapple White Chocolate Macadamia Nut,Buddha Bakes,The Real King Cookie,Flower
1518,California,48,1.25,60,Cookies,79,Edibles,2020-12-06,6,49,2020,2020-12-06,Dec,2020-12-01,580956,23264, Oatmeal Pineapple White Chocolate Macadamia Nut,Buddha Bakes,The Real King Cookie,Concentrates
1519,California,48,1.25,60,Cookies,79,Edibles,2020-10-07,7,41,2020,2020-10-04,Oct,2020-10-01,570113,85049E, Oatmeal Banana Bread,Buddha Bakes,The Seed Kompany,Flower
1520,California,48,0.39,18.72,Cookies,79,Edibles,2020-11-27,27,48,2020,2020-11-22,Nov,2020-11-01,578996,21810, Oatmeal Cranberry White Chocolate Chip,Buddha Bakes,The Union Farms,Flower
1521,California,48,0.39,18.72,Cookies,79,Edibles,2020-05-06,6,19,2020,2020-05-03,May,2020-05-01,552042,22066, Oatmeal Raisin,Buddha Bakes,The Village,Flower
1522,California,48,0.19,9.120000000000001,Cookies,79,Edibles,2020-01-05,5,1,2020,2020-01-05,Jan,2020-01-01,540167,22264, Coconut Chocolate Chip,Buddha Bakes,The Wize Guyz Family,Flower
1522,California,48,0.42,20.16,Cookies,79,Edibles,2020-05-22,22,21,2020,2020-05-17,May,2020-05-01,554117,22531, Coconut Chocolate Chip,Buddha Bakes,The Wize Guyz Family,Concentrates
529,California,48,0.85,40.8,Berry White,77,Flowers,2020-04-05,5,14,2020,2020-04-05,Apr,2020-04-01,548920,22741, Pre-roll,Canna Cones,Extractioneering,Concentrates
529,California,48,0.85,40.8,Berry White,77,Pre-Roll,2020-05-04,4,18,2020,2020-05-03,May,2020-05-01,551747,85173, Pre-roll,Canna Cones,Extractioneering,Concentrates
987,Washington,48,1.45,69.6,Strawberry Cough,72,Flowers,2020-11-29,29,48,2020,2020-11-29,Nov,2020-11-01,579350,23301, Pre-roll,Emeralds,Manastash Gardens,Flower
987,Washington,48,0.85,40.8,Strawberry Cough,72,Pre-Roll,2020-04-28,28,17,2020,2020-04-26,Apr,2020-04-01,551344,71459, Pre-roll,Emeralds,Manastash Gardens,Flower
559,California,48,2.1,100.80000000000001,Animal Cookies,69,Flowers,2020-03-10,10,10,2020,2020-03-08,Mar,2020-03-01,546166,72351A, Pre-roll,Medithrive Direct,Flurish Group,Edibles
559,California,48,1.79,85.92,Animal Cookies,69,Pre-Roll,2020-11-17,17,46,2020,2020-11-15,Nov,2020-11-01,576941,23084, Pre-roll,Medithrive Direct,Flurish Group,Edibles
810,California,48,0.29,13.919999999999998,Pineapple,67,Flowers,2020-02-27,27,9,2020,2020-02-23,Feb,2020-02-01,545052,84077, Pre-roll,Medi Cone,Incredible Edible Alternatives,Edibles
810,California,48,0.65,31.200000000000003,Pineapple,67,Pre-Roll,2020-12-10,10,50,2020,2020-12-06,Dec,2020-12-01,538255,84683, Pre-roll,Medi Cone,Incredible Edible Alternatives,Edibles
1004,Colorado,48,1.65,79.19999999999999,Pineapple,67,Flowers,2020-05-08,8,19,2020,2020-05-03,May,2020-05-01,552284,22295, Pre-roll,Emeralds,MED a mints,Edibles
1004,Colorado,48,12.75,612,Pineapple,67,Pre-Roll,2020-11-16,16,46,2020,2020-11-15,Nov,2020-11-01,576653,22838, Pre-roll,Emeralds,MED a mints,Edibles
561,British Columbia,48,3.29,157.92000000000002,Grape Ape,65,Flowers,2020-11-28,28,48,2020,2020-11-22,Nov,2020-11-01,579005,71477, Pre-roll,Project M,Flyte Concentrates (CANADA),Concentrates
561,British Columbia,48,0.65,31.200000000000003,Grape Ape,65,Flowers,2020-01-31,31,5,2020,2020-01-26,Jan,2020-01-01,542659,21086, Pre-roll,Project M,Flyte Concentrates (CANADA),Vape Pens
561,British Columbia,48,3.75,180,Grape Ape,65,Pre-Roll,2020-09-22,22,38,2020,2020-09-20,Sep,2020-09-01,567882,23237, Pre-roll,Project M,Flyte Concentrates (CANADA),Concentrates
561,British Columbia,48,2.49,119.52000000000001,Grape Ape,65,Pre-Roll,2020-07-14,14,28,2020,2020-07-12,Jul,2020-07-01,559948,23236, Pre-roll,Project M,Flyte Concentrates (CANADA),Vape Pens
395,California,48,0.85,40.8,Fire OG,62,Flowers,2020-11-28,28,48,2020,2020-11-22,Nov,2020-11-01,579122,22593, Pre-roll,Medi Cone,Dank by Pank,Flower
395,California,48,0.39,18.72,Fire OG,62,Pre-Roll,2020-10-03,3,40,2020,2020-09-27,Sep,2020-09-01,569364,51014L, Pre-roll,Medi Cone,Dank by Pank,Flower
562,British Columbia,48,0.39,18.72,XJ-13,59,Flowers,2020-06-07,7,23,2020,2020-06-07,Jun,2020-06-01,555849,20992, Pre-roll,Noble Farms,Forbidden Leaf,Accessories
562,British Columbia,48,1.69,81.12,XJ-13,59,Flowers,2020-01-09,9,2,2020,2020-01-05,Jan,2020-01-01,540539,84879, Pre-roll,Noble Farms,Forbidden Leaf,Medical
562,British Columbia,48,0.85,40.8,XJ-13,59,Flowers,2020-12-15,15,50,2020,2020-12-13,Dec,2020-12-01,538905,22741, Pre-roll,Noble Farms,Forbidden Leaf,Apparel
562,British Columbia,48,0.39,18.72,XJ-13,59,Pre-Roll,2020-10-12,12,41,2020,2020-10-11,Oct,2020-10-01,570715,23376, Pre-roll,Noble Farms,Forbidden Leaf,Accessories
562,British Columbia,48,0.42,20.16,XJ-13,59,Pre-Roll,2020-10-25,25,43,2020,2020-10-25,Oct,2020-10-01,572566,22154, Pre-roll,Noble Farms,Forbidden Leaf,Medical
562,British Columbia,48,1.65,79.19999999999999,XJ-13,59,Pre-Roll,2020-10-28,28,44,2020,2020-10-25,Oct,2020-10-01,573153,22553, Pre-roll,Noble Farms,Forbidden Leaf,Apparel
927,California,48,0.42,20.16,Pineapple Express,55,Flowers,2020-01-25,25,4,2020,2020-01-19,Jan,2020-01-01,542001,21198, Pre-roll,Americone,Life Bloom Organics,Medical
927,California,48,4.25,204,Pineapple Express,55,Pre-Roll,2020-11-14,14,46,2020,2020-11-08,Nov,2020-11-01,576275,21485, Pre-roll,Americone,Life Bloom Organics,Medical
215,California,42,5.55,233.1,Dutch Treat,54,Flowers,2020-07-19,19,29,2020,2020-07-19,Jul,2020-07-01,560580,22845, Pre-roll,Vines,Calvin N Globz,Concentrates
215,California,40,2.55,102,Dutch Treat,54,Pre-Roll,2020-11-04,4,45,2020,2020-11-01,Nov,2020-11-01,574328,22090, Pre-roll,Vines,Calvin N Globz,Concentrates
105,Oregon,40,2.08,83.2,Indica,54,Flowers,2020-06-15,15,24,2020,2020-06-14,Jun,2020-06-01,556890,23200, Pre-roll,Canna Cones,Baker Bros,Edibles
105,Oregon,40,2.55,102,Indica,54,Pre-Roll,2020-09-05,5,36,2020,2020-08-30,Aug,2020-08-01,565664,22083, Pre-roll,Canna Cones,Baker Bros,Edibles
815,California,40,1.85,74,Cannatonic,51,Flowers,2020-12-06,6,49,2020,2020-12-06,Dec,2020-12-01,580902,22144, Pre-roll,Medi Cone,Infinite Extracts,Shatter
815,California,40,1.69,67.6,Cannatonic,51,Flowers,2020-09-01,1,35,2020,2020-08-30,Aug,2020-08-01,565117,84879, Pre-roll,Medi Cone,Infinite Extracts,Concentrates
815,California,40,0.65,26,Cannatonic,51,Pre-Roll,2020-07-14,14,28,2020,2020-07-12,Jul,2020-07-01,560038,21086, Pre-roll,Medi Cone,Infinite Extracts,Shatter
815,California,36,2.1,75.60000000000001,Cannatonic,51,Pre-Roll,2020-02-15,15,7,2020,2020-02-09,Feb,2020-02-01,543998,22970, Pre-roll,Medi Cone,Infinite Extracts,Concentrates
1620,California,36,1.25,45,Lollipop,50,Edibles,2020-11-06,6,45,2020,2020-11-01,Nov,2020-11-01,574587,22771, Orange Creamsicle,The Nutty Baker,waxEvape,Concentrates
1620,California,36,2.1,75.60000000000001,Lollipop,50,Candy,2020-11-29,29,48,2020,2020-11-29,Nov,2020-11-01,579400,22971, Orange Creamsicle,The Nutty Baker,waxEvape,Concentrates
1621,California,36,0.39,14.040000000000001,Lollipop,50,Edibles,2020-09-26,26,39,2020,2020-09-20,Sep,2020-09-01,568318,22093, Black Cherry,The Nutty Baker,Waxman Concentrates,Concentrates
1621,California,36,1.25,45,Lollipop,50,Candy,2020-07-29,29,31,2020,2020-07-26,Jul,2020-07-01,561689,21892, Black Cherry,The Nutty Baker,Waxman Concentrates,Concentrates
1622,Washington,36,2.1,75.60000000000001,Lollipop,50,Edibles,2020-02-28,28,9,2020,2020-02-23,Feb,2020-02-01,545086,84375, Starfruit,The Nutty Baker,WeedBunny,Concentrates
1622,Washington,36,1.25,45,Lollipop,50,Edibles,2020-10-26,26,43,2020,2020-10-25,Oct,2020-10-01,572896,23160, Starfruit,The Nutty Baker,WeedBunny,Vape Pens
1622,Washington,36,0.85,30.599999999999998,Lollipop,50,Candy,2020-01-12,12,2,2020,2020-01-12,Jan,2020-01-01,540906,22348, Starfruit,The Nutty Baker,WeedBunny,Concentrates
1622,Washington,36,0.75,27,Lollipop,50,Candy,2020-07-26,26,30,2020,2020-07-26,Jul,2020-07-01,561324,21391, Starfruit,The Nutty Baker,WeedBunny,Vape Pens
1623,Washington,36,0.85,30.599999999999998,Lollipop,50,Edibles,2020-10-24,24,43,2020,2020-10-18,Oct,2020-10-01,572336,22197, Cherry Berry Blitz,The Nutty Baker,Weedies Cereals,Edibles
1623,Washington,36,1.25,45,Lollipop,50,Candy,2020-09-01,1,35,2020,2020-08-30,Aug,2020-08-01,565150,72741, Cherry Berry Blitz,The Nutty Baker,Weedies Cereals,Edibles
1625,California,36,0.42,15.12,Lollipop,50,Edibles,2020-10-13,13,41,2020,2020-10-11,Oct,2020-10-01,570887,23310, Blue Hawaiian,The Nutty Baker,Weezza Pizza,Edibles
1625,California,36,1.25,45,Lollipop,50,Candy,2020-01-20,20,3,2020,2020-01-19,Jan,2020-01-01,541673,21868, Blue Hawaiian,The Nutty Baker,Weezza Pizza,Edibles
846,California,36,0.42,15.12,Mr. Nice,49,Flowers,2020-11-08,8,45,2020,2020-11-08,Nov,2020-11-01,574961,21803, Pre-roll,Medi Cone,Jungle Boys,Flower
846,California,36,0.29,10.44,Mr. Nice,49,Pre-Roll,2020-08-25,25,34,2020,2020-08-23,Aug,2020-08-01,564536,17003, Pre-roll,Medi Cone,Jungle Boys,Flower
104,Michigan,36,0.42,15.12,Sativa,48,Flowers,2020-10-17,17,42,2020,2020-10-11,Oct,2020-10-01,571435,21519, Pre-roll,Canna Cones,Baked Sale Medibles,Edibles
104,Michigan,36,0.85,30.599999999999998,Sativa,48,Pre-Roll,2020-11-04,4,45,2020,2020-11-01,Nov,2020-11-01,574349,84832, Pre-roll,Canna Cones,Baked Sale Medibles,Edibles
239,California,35,0.85,29.75,Cotton Candy,45,Flowers,2020-12-23,23,52,2020,2020-12-20,Dec,2020-12-01,539958,20868, Pre-roll,Emeralds,Cannabiotix,Flower
239,California,34,0.29,9.86,Cotton Candy,45,Flowers,2020-11-02,2,44,2020,2020-11-01,Nov,2020-11-01,574032,22577, Pre-roll,Emeralds,Cannabiotix,Concentrates
239,California,32,2.55,81.6,Cotton Candy,45,Pre-Roll,2020-04-28,28,17,2020,2020-04-26,Apr,2020-04-01,551438,85123A, Pre-roll,Emeralds,Cannabiotix,Flower
239,California,32,0.42,13.44,Cotton Candy,45,Pre-Roll,2020-02-14,14,7,2020,2020-02-09,Feb,2020-02-01,543978,85175, Pre-roll,Emeralds,Cannabiotix,Concentrates
848,California,30,1.65,49.5,Purple Kush,44,Flowers,2020-03-20,20,12,2020,2020-03-15,Mar,2020-03-01,547041,21156, Pre-roll,Canna Cones,JUSTDAB,Concentrates
848,California,30,2.08,62.400000000000006,Purple Kush,44,Flowers,2020-06-22,22,25,2020,2020-06-21,Jun,2020-06-01,557763,21930, Pre-roll,Canna Cones,JUSTDAB,Vape Pens
848,California,30,0.85,25.5,Purple Kush,44,Flowers,2020-04-13,13,15,2020,2020-04-12,Apr,2020-04-01,549969,23205, Pre-roll,Canna Cones,JUSTDAB,Edibles
848,California,30,1.65,49.5,Purple Kush,44,Pre-Roll,2020-03-25,25,13,2020,2020-03-22,Mar,2020-03-01,547799,20727, Pre-roll,Canna Cones,JUSTDAB,Concentrates
